,date,headlines,ticker,company
1110,2024-02-03,"Kirloskar Ferrous reports #Q3 earnings

- Net profit down 34.6% at ₹76.3 cr vs ₹116.6 cr (YoY)

- Revenue down 3.3% at ₹1,548 cr vs ₹1,600 cr (YoY)

- EBITDA down 4.2% at ₹232 cr vs ₹242.1 cr (YoY)

- Margin flat at 15% (YoY)",Kirloskar Electric Company Limited,EQ
1111,2024-02-03,"Mahindra Holidays reports its Q3 earnings👇

Net Profit at ₹11.6 cr vs  loss of ₹11.9 cr (YoY)
Revenue up 6% at ₹635 cr vs 602 ₹cr (YoY)
EBITDA up 18% at ₹106 cr vs ₹90 cr (YoY)
Margin at 16.7% vs 15% (YoY)",Mahindra & Mahindra Limited,EQ
1113,2024-02-03,"Himatsingka Seide reports its Q3 earnings👇

>>Net Profit at ₹31 cr Vs ₹2 cr (YoY)

>>Revenue down 2% at ₹723 cr Vs ₹737 Cr (YoY)

>>EBITDA up 52% at ₹156 cr Vs ₹103 cr (YoY)

>>Margin at 21.6% Vs 14% (YoY)",Himatsingka Seide Limited,EQ
1114,2024-02-03,"Alkyl Amines reports Q3 earnings 👇

➡️Net Profit down 27% at ₹33 cr  vs ₹46 cr (YoY)
➡️Revenue down 17% at ₹322 cr vs ₹388 cr (YoY)
➡️EBITDA down 14% at ₹60 cr  vs ₹70 cr (YoY)
➡️Margin at 18.6% vs 18% (YoY)",Alkyl Amines Chemicals Limited,EQ
1115,2024-02-03,"Century Text reports Q3 earnings 👇

➡️Net Profit at ₹83.3 cr vs ₹8.7 cr (yoy)
➡️Revenue up 9% at ₹1,272 cr  vs ₹1,166 cr (YoY)
➡️EBITDA at ₹178 cr vs ₹85 cr (YoY)
➡️Margin at 14% vs 7% (YoY)
➡️Q3FY23 had exceptional loss  of ₹64.4 cr",Century Enka Limited,EQ
1116,2024-02-03,"Kaveri Seed reports its Q3 earnings👇

>>Net Profit down 69% at ₹11.8 cr Vs ₹38 cr (YoY)

>>Revenue down 1% at ₹143 cr Vs ₹144 cr (YoY)

>>EBITDA down 31% at ₹9 cr Vs ₹13 cr (YoY)

>>Margin at 6.3% Vs 9% (YoY)",Kaveri Seed Company Limited,EQ
1117,2024-02-03,"Panama Petrochem reports Q3 earnings 👇

>>Net Profit down 12.8% at ₹41 cr Vs ₹47 cr (QoQ)

>>Revenue down 10.9% at ₹511.8 cr Vs ₹574.4 cr (QoQ)

>>EBITDA down 8.3% at ₹56.2 cr Vs ₹61.2 cr (QoQ)

>>Margin at 11% Vs 10.7% (QoQ)",Panama Petrochem Limited,EQ
1118,2024-02-03,"Hester Biosciences reports its Q3 earnings 👇

>>Net Profit down 64% at ₹40 cr Vs ₹112 cr (YoY)

>>Revenue down 11% at ₹670 cr Vs ₹749 cr (YoY)

>>EBITDA down 46% at ₹101 cr Vs ₹187 cr (YoY)

>>Margin at 15% Vs 25% (YoY)",Hester Biosciences Limited,EQ
1119,2024-02-03,"Devyani Intl Q3

-Net Profit down 87% at Rs 9.6 Cr Vs Rs 71.6 Cr (YoY)
-Revenue up 6.6% at  Rs 843 Cr Vs Rs 791 Cr (YoY)
-EBITDA down 17% at Rs 146 Cr Vs Rs 175 Cr (YoY)
-Margin At 17.3% vs 22.1% (YoY)",Devyani International Limited,EQ
1121,2024-02-03,"NMDC in focus
Chinese iron ore slips to lowest levels in last 2 weeks",NMDC,NMDC Limited
1122,2024-02-03,"#SEBI issues an administrative warning notifying one discrepancy for CRISIL Ratings, SEBI conducted an inspection of CRISIL Ratings in October 2023: CRISIL says",CRISIL,CRISIL Limited
1125,2024-02-03,"UPL reports #Q3 earnings👇

➡️Net Loss of ₹1,217 cr vs profit of ₹1,087 cr (YoY)
➡️Revenue down 27.7% at ₹9,887 cr vs ₹13,679 cr (YoY)
➡️EBITDA down 86.3% at 416₹ cr vs ₹3,034 cr (YoY)
➡️Margin at 4.21% vs 22.2% (YoY)",UPL,UPL Limited
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Tata Motors Limited,EQ
1126,2024-02-06,Tata Motors tops Titan in M-cap to regain second most valuable group company tag,Titan Company Limited,EQ
1127,2024-02-06,"Endurance Tech reports its #Q3 earnings 👇

Net Profit up 40.8% at ₹152.3 cr vs ₹108.2 cr (YoY)
Revenue up 22.2% at ₹2,561.1 cr vs ₹2,095.2 cr (YoY)
EBITDA up 24.8% at ₹298.9 cr vs ₹239.5 cr (YoY)
Margin at 11.7% vs 11.4% (YoY)",Endurance Technologies Limited,EQ
1128,2024-02-06,"EIH reports its #Q3 earnings 👇

Net Profit up 54.6% at ₹229.9 cr vs ₹148.7 cr (YoY)
Revenue up 26.4% at ₹741.3 cr vs ₹586.4 cr (YoY)
EBITDA up 55.3% at ₹324.5 cr vs ₹209 cr (YoY)
Margin At 43.8% Vs 35.6% (YoY)",EIH Associated Hotels Limited,EQ
1129,2024-02-06,"Nazara Tech reports its #Q3 earnings 👇

➡️Net Profit up 45% at ₹29 cr vs ₹20 cr (YoY)
➡️Revenue up 1.8% at ₹320.4 cr vs ₹314.8 cr (YoY)
➡️EBITDA up 21% at ₹36.3 cr vs ₹30 cr (YoY)
➡️Margin at 11.3% vs 9.5% (YoY)",Nazara Technologies Limited,EQ
1130,2024-02-06,"Max Financial Services reports its #Q3 earnings 👇

APE at ₹1,795 cr vs CNBC-TV18 Poll of ₹1,859 cr
APE up 19% at ₹1,795 cr vs ₹1,510 cr (YoY)
VNB at ₹489 cr vs CNBC-TV18 Poll of ₹545 cr
VNB down 18% at ₹489 cr vs ₹593 cr (YoY)
VNB margin at 27.24% vs CNBC-TV18 Poll of 29.3%
VNB margin down at 27.24% vs 39.27% (YoY)",Max Healthcare Institute Limited,EQ
1131,2024-02-06,"EID Parry reports its #Q3 earnings 👇

➡️Net Profit down 52.9% at ₹118.2 cr vs 250.9 cr (YoY)
➡️Revenue down 21.6% at ₹7,770.1 cr vs ₹9,913.9 cr (YoY)
➡️EBITDA down 53.8% at ₹420.9 cr vs ₹911.7 cr (YoY)
➡️Margin at 5.4% vs 9.2% (YoY)",EID Parry India Limited,EQ
1132,2024-02-06,"Brigade Enterprises reports its #Q3 earnings 👇

➡️Net Profit up 30.7% at ₹55.8 cr vs ₹42.7 cr (YoY)
➡️Revenue up 43.1% at ₹1,173.8 cr vs ₹820.3 cr (YoY)
➡️EBITDA up 26.1% at ₹262.1 cr vs ₹207.8 cr (YoY)
➡️Margin at 22.3% vs 25.3% (YoY)",Brigade Enterprises Limited,EQ
1133,2024-02-06,"NLC India reports its #Q3 earnings 👇

➡️Net Profit at ₹250.4 cr vs loss of ₹406.7 cr (YoY)
➡️Revenue down 14% at ₹3,164.4 cr vs ₹3,679 cr (YoY)
➡️EBITDA down 33.5% at ₹904.7 cr vs ₹1,359.7 cr (YoY)
➡️Margin at 28.6% vs 37% (YoY)",Bank of India,EQ
1134,2024-02-06,"Godawari Power & ISPAT reports its #Q3 earnings 👇

➡️Net Profit up 78.9% at ₹229.3 cr vs ₹128.2 cr (YoY)
➡️Revenue down 10.5% at ₹1,308.9 cr vs ₹1,463 cr (YoY)
➡️EBITDA up 80.4% at ₹330.9 cr vs ₹183.4 cr (YoY)
➡️Margin at ₹25.3% vs 12.5% (YoY)",Godawari Power And Ispat limited,EQ
1135,2024-02-06,"Eveready Industries reports its #Q3 earnings 👇

➡️Net Profit up 55.6% at ₹8.4 cr vs ₹5.4 cr (YoY)
➡️Revenue down 7.7% at ₹304.9 cr vs ₹330.4 cr (YoY)
➡️EBITDA up 2.9% at ₹24.7 cr vs ₹24 cr (YoY)
➡️Margin at 8.1% vs 7.3% (YoY)",Eveready Industries India Limited,EQ
1137,2024-02-06,"JK Tyre reports its #Q3 earnings 👇

➡️Net Profit at ₹220.9 cr vs ₹65.6 cr (YoY)
➡️Revenue up 2.1% at ₹3,687.7 cr vs ₹3,612.9 cr (YoY)
➡️EBITDA up 62.2% at ₹550.2 cr vs ₹339.3 cr (YoY)
➡️Margin at 14.9% vs 9.4% (YoY)",JK Cement Limited,EQ
1138,2024-02-06,"Welspun Corporation reports its #Q3 earnings 👇

➡️Net Profit down 24% at ₹292 cr vs ₹385 cr (QoQ)
➡️Revenue up 17% at ₹4,750 cr vs ₹4,059 cr (QoQ)
➡️EBITDA up 16% at ₹464 cr vs ₹399 cr (QoQ)
➡️Margin unchanged at 9.8% (QoQ)",Welspun Corp Limited,EQ
1139,2024-02-06,"Birla Corporation reports its #Q3 earnings 👇

➡️Net Profit at ₹109 cr vs  loss of ₹50 cr (YoY)
➡️Revenue up 15%  at ₹2,312 cr vs ₹2,016 cr (YoY)
➡️EBITDA at ₹378 cr vs ₹145 cr (YoY)
➡️Margin at 16.3% vs 7.2% (YoY)",Birla Cable Limited,EQ
1140,2024-02-06,"Chambal Fertilisers reports its Q3 earnings 👇

➡️Net Profit up 41.8% at ₹459.4 cr vs ₹323.9 cr (YoY)
➡️Revenue down 47.6% at ₹4,348 cr vs ₹8,296.2 cr (YoY)
➡️EBITDA down 6.2% at ₹628.4 cr vs ₹670 cr (YoY)
➡️Margin at 14.5% vs 8.1% (YoY)",Chambal Fertilizers & Chemicals Limited,EQ
1141,2024-02-06,"CAMS reports its Q3 earnings 👇

➡️Net Profit up 21% at ₹89 cr  vs ₹74 cr (YoY)
➡️Revenue up 19% at ₹290 cr  vs ₹244 cr (YoY)
➡️EBITDA up 18% at ₹129 cr  vs ₹109 cr (YoY)
➡️Margin 44.5% vs 44.7% (YoY)",CAMS,Computer Age Management Services Limited
1142,2024-02-06,"Trident reports its Q3 earnings👇

>>Net Profit down 24% at ₹109 cr Vs ₹144 cr (YoY)

>>Revenue up 12% at ₹1,835 cr Vs ₹1,641 cr (YoY)

>>EBITDA down 4% at ₹262 cr Vs ₹274 cr (YoY)

>>Margin at 14.3% Vs 16.7% (YoY)",Trident Limited,EQ
1144,2024-02-06,"Usha Martin reports its Q3 earnings 👇

>>Net Profit up 27.8% at ₹107.5 cr Vs ₹84.1 cr (YoY)

>>Revenue down 4.4% at ₹797.1 cr Vs ₹833.6 cr (YoY)

>>EBITDA up 23.8% at ₹157.1 cr Vs ₹126.9 cr (YoY)

>>Margin at 19.7% Vs 15.2% (YoY)",Usha Martin Education & Solutions Limited,EQ
1145,2024-02-06,Godrej Properties says it will meet or exceed the guidance for FY24,Godrej Agrovet Limited,EQ
1146,2024-02-06,"Go Fashion reports its #Q3 earnings 👇

➡️Net Profit down 3.7% at ₹23.4 cr vs ₹24.3 cr (YoY)
➡️Revenue up 15.1%  at ₹202 cr vs ₹175.5 cr (YoY)
➡️EBITDA up 12.2% at ₹67.4 cr vs ₹60.1 cr (YoY)
➡️Margin at 33.4% vs 34.2% (YoY)",Go Fashion (India) Limited,EQ
1147,2024-02-06,"Godrej Properties reports its Q3
 earnings    

>>Cons net profit up 5% at ₹62 cr Vs ₹59 cr (YoY)
  
>>Revenue up 68% at ₹330 cr Vs ₹196 cr (YoY)   

>>EBITDA loss at ₹42 cr Vs loss of ₹17 cr (YoY)",Godrej Agrovet Limited,EQ
1148,2024-02-06,"Ajmera Realty reports its Q3 earnings

➡️Net Profit at ₹30.5 cr vs ₹10.6 cr (YoY)
➡️Revenue at ₹206.8 vs ₹79.1 cr (YoY)
➡️EBITDA at ₹60 cr vs ₹22 cr (YoY)
➡️Margin at 29% vs 28% (YoY)",Ajmera Realty & Infra India Limited,EQ
1149,2024-02-06,"PNC Infra reports its Q3 earnings

>>Net profit up 32.4% at ₹185 cr Vs ₹139.7 cr (YoY)

>>Revenue up 13.5% at ₹2,046.6 cr Vs ₹1,803.3 cr (YoY)

>>EBITDA up 25.4% at ₹431.6 cr Vs ₹344.3 cr (YoY)

>>Margin at 21.1% Vs 19.1% (YoY)",PNC,Pritish Nandy Communications Limited
1150,2024-02-06,"India to sign deal extending #LNG imports from #Qatar till 2048, lowering costs",Bank of India,EQ
1151,2024-02-06,"TTK Prestige reports its Q3 earnings

>>Net Profit up 8.5% at ₹62.5 cr Vs ₹57.6 cr (YoY)

>>Revenue up 6.3% at ₹738.4 cr Vs ₹694.8 cr (YoY)

>>EBITDA up 6.7% at ₹84.8 cr Vs ₹79.5 cr (YoY)

>>Margin at 11.5% Vs 11.4% (YoY)",Prestige Estates Projects Limited,EQ
1152,2024-02-07,Canara Bank board to consider stock split on February 26,Canara Bank,EQ
1156,2024-02-07,"IEX down more than 4%, CERC says necessary software to run shadow pilot for market coupling of power exchanges to be developed in 2 months",IEX,Indian Energy Exchange Limited
1157,2024-02-07,"TataSteel, #TRF withdraw scheme of amalgamation

Alert: Tata Steel announced the merger of all Tata Group metal companies in September 2022",Steel Authority of India Limited,EQ
1158,2024-02-07,"#JustIn | L&T bags multiple orders in the range of ₹2,500-5,000 cr in India & West Asia for construction work",Bank of India,EQ
1160,2024-02-07,Jyoti Structures bags ₹290 cr order order from Torrent PowerGrid for EPC work of 400 KV multi circuit trans line,Jyoti Structures Limited,BZ
1161,2024-02-07,"From Reuters: Discussing seriously with Indian companies to invest, hopefully, will see some investment announcements in India: #SaudiAramco Official",Indian Energy Exchange Limited,EQ
1162,2024-02-07,"GST Dept initiated inspection from February 6 in corporate office, Greaves Cotton says",Greaves Cotton Limited,EQ
1163,2024-02-07,Intellect Design bags order from Turkey’s VakifBank International,Intellect Design Arena Limited,EQ
1164,2024-02-07,"| Firstsource reports its Q3 earnings 

>>Net Profit up 1.7% at ₹128.7 cr Vs ₹126.5 cr (QoQ)

>>Revenue up 3.6% at ₹1,596 cr Vs ₹1,540 cr (QoQ)

>>EBITDA up 3.5% at ₹236 cr Vs ₹228 cr (QoQ)

>>Margin unchanged at 14.8% (QoQ)",Firstsource Solutions Limited,EQ
1165,2024-02-07,"UNO Minda reports Q3 earnings 

>>Net Profit up 18%  at ₹205 cr Vs ₹174 cr (YoY)

>>Revenue up 21% at ₹3,523 cr Vs ₹2,915 cr (YoY)

>>EBITDA up 13% at ₹380 cr Vs ₹439 cr (YoY)

>>Margin at 10.8% Vs 15.1% (YoY)",Minda Corporation Limited,EQ
1166,2024-02-07,"Vascon Engg reports its Q3

>>Net Profit up 14.1% at ₹18.6 cr Vs ₹16.3 cr (YoY)

>>Revenue up 10.4% at ₹280.3 cr Vs ₹254 cr (YoY)

>>EBITDA up 27.4% at ₹27 cr Vs ₹21.2 cr (YoY)

>>Margin at 9.6% Vs 8.4% (YoY)",Vascon Engineers Limited,EQ
1167,2024-02-07,"Sanghvi Movers reports its Q3 earnings 👇

>>Net Profit up 76.2% at ₹61.3 cr Vs ₹34.8 cr (YoY)

>>Revenue up 36.3% at ₹167 cr Vs ₹122.5 cr (YoY)

>>EBITDA up 52.6% at ₹114.9 cr Vs ₹75.3 cr (YoY)

>>Margin at 68.8% Vs 61.5% (YoY)",Sanghvi Movers Limited,EQ
1168,2024-02-07,"Talbros reports its Q3 earnings

>>Net Profit up 65.7% at ₹22.7 cr Vs  ₹13.7 cr (YoY)

>>Revenue up 25.4% at ₹198.7 cr Vs ₹158.5 cr (YoY)

>>EBITDA up 33.5% at ₹30.3 cr Vs  ₹22.7 cr (YoY)

>>Margin at 15.3% Vs 14.3% (YoY)",Talbros Automotive Components Limited,EQ
1169,2024-02-07,"Nestle reports its #Q4 earnings 👇

-One-time Loss At Rs 107.3 Cr

-Exceptional Item In The Quarter Represents The Past Service Cost Of Rs 107.3 Cr",The Andhra Sugars Limited,EQ
1171,2024-02-07,"Subex Q3

-Net Loss At ₹4.9 Cr Vs Loss Of ₹4.7 Cr (YoY)
-Revenue Up 11% At ₹81.8 Cr Vs ₹73.7 Cr (YoY) 
-EBITDA Down 90.6% At ₹0.5 Cr Vs ₹5.3 Cr (YoY)
-Margin At 0.6% Vs 7.2% (YoY)",Subex Limited,EQ
1172,2024-02-07,"Shalby reports its Q3

➡️Net Profit up 25% at ₹19 cr vs ₹15.2 cr (YoY)
➡️Revenue up 6.7% at ₹216 cr vs ₹202.4 cr (YoY)
➡️EBITDA up 25.1% at ₹42.3 cr vs ₹33.8 cr (YoY)
➡️Margin at 19.6% vs 16.7% (YoY)",Shalby Limited,EQ
1173,2024-02-07,"Parag Milk reports its Q3

➡️Net Profit at ₹34.1 cr vs ₹9.2 cr (YoY)
➡️Revenue up 8.8% at ₹800.8 cr vs ₹735.8 cr (YoY)
➡️EBITDA up 87.7% at ₹62.7 cr vs ₹33.4 cr (YoY)
➡️Margin at 7.8% vs 4.5% (YoY)",Parag Milk Foods Limited,EQ
1174,2024-02-07,"Ramco Systems reports its Q3

➡️Net loss of ₹26.3 cr vs loss of ₹50.2 cr (YoY)
➡️Revenue up 0.6% at  ₹128.2 cr vs ₹127.4 cr (YoY)
➡️EBITDA loss at ₹4.5 cr vs EBITDA loss of ₹28.7 cr (YoY)",Ramco Industries Limited,EQ
1176,2024-02-07,"FDC reports its Q3

➡️Net Profit up 94.6% at ₹79.2 cr vs ₹40.7 cr (YoY)
➡️Revenue up 11.9% at ₹458.2 cr vs ₹409.3 cr (YoY)
➡️EBITDA up 70.3% at ₹83.8 cr vs ₹49.2 cr (YoY)
➡️Margin at 18.3% vs 12% (YoY)",FDC,FDC Limited
1178,2024-02-07,"Zuari Agro reports its Q3 earnings 👇

➡️Net profit down 72.6% at ₹28.6 cr vs ₹104.2 cr (YoY)
➡️Revenue down 40.4% at ₹843.4 cr vs ₹1,416.2 cr (YoY)
➡️EBITDA down 44% at ₹75.2 cr vs ₹134.3 cr (YoY)
➡️Margin at 8.9% vs 9.5% (YoY)",Agro Phos India Limited,EQ
1179,2024-02-07,"Power Grid reports its Q3 earnings 👇

➡️Net Profit up 10.5% at ₹4,028.3 cr vs ₹3,645.3 cr (YoY)
➡️Revenue up 2.6% at ₹11,549.8 cr vs ₹11,261.8 cr (YoY)
➡️EBITDA up 3.2% at ₹10,212.9 cr vs ₹9,893.5 cr (YoY)
➡️Margin at 88.4% vs 87.9% (YoY)",Power Finance Corporation Limited,EQ
1180,2024-02-07,"Manappuram Finance reports its Q3 earnings 👇

-Net Profit up 46.2% at ₹575.3 cr vs ₹393.5 cr (YoY)
-NII up 33% at ₹1,452 cr vs ₹1,092 cr (YoY)",Manappuram Finance Limited,EQ
1181,2024-02-07,"#MarketAtClose | Reliance, SBI, Axis Bank are top Nifty contributors

PSU Banks’ gaining streak continues, many stocks (IOB, UCO) at upper circuit

Trent gains up to 20% after a strong Q3, Chambal Fert moves 5% higher as well

Delta Corp moves 12% higher on reports of Govt mulling relief on tax demand",Axis Bank Limited,EQ
